date,moving_time,activity_id,name,distance,elevation gain,type,trainer,average_speed,average_watts,suffer_score,average_heartrate,average_cadence,kilojoules,gear_id,average_temp,start_longitude,start_latitude,device_watts
2020-05-30,0 days 01:35:43.000000000,3538357957,RMNP: Old Fall River Road,13.32,1240.1574803149606,Ride,False,8.352720114531138,89.9,55,133.3,67.5,516.1,b4933861,24,-105.59,40.4,True
2020-05-28,0 days 01:00:06.000000000,3528447333,Carpathian Peak: 💀 ,18.56,0.0,Ride,True,18.524069434502508,174.9,89,155.4,85.1,630.5,b4933861,,,,True
2020-05-26,0 days 00:25:14.000000000,3517008300,Ramp Test,7.71,0.0,Ride,True,18.33840372226199,171.5,48,161.6,89.8,259.6,b4933861,,,,True
2020-05-25,0 days 01:40:06.000000000,3511820889,“That looks like an unfriendly cloud” ,17.85,1788.0577427821522,Ride,False,10.70150322118826,110.9,71,134.2,75.2,665.8,b4933861,20,-105.09,39.55,True
2020-05-23,0 days 00:12:26.000000000,3500956404,Afternoon Ride,2.36,22.96587926509186,Ride,False,11.403901216893344,46.8,,,56.5,34.9,b4933861,21,-104.97,39.74,True
2020-05-23,0 days 00:14:13.000000000,3500360630,Afternoon Ride,2.26,118.11023622047243,Ride,False,9.540533285612025,91.3,,,57.8,77.9,b4933861,24,-105.0,39.75,True
2020-05-23,0 days 01:59:12.000000000,3500186841,Lunch Ride,28.09,994.0944881889764,Ride,False,14.141911238367932,100.4,75,138.1,78.7,718.0,b4933861,31,-105.0,39.75,True
2020-05-17,0 days 01:10:15.000000000,3468824677,Chatfield is beautiful ,16.34,561.0236220472441,Ride,False,13.951771653543307,96.8,30,130.9,81.4,408.0,b4933861,28,-105.09,39.55,True
2020-05-16,0 days 02:48:02.000000000,3462492536,Laughing the whole time w Abigail ,36.32,741.4698162729659,Ride,False,12.96751968503937,88.3,61,129.9,76.7,890.7,b4933861,28,-105.0,39.75,True
2020-05-16,0 days 00:00:22.000000000,3461328480,Morning Ride,0.02,0.0,Ride,False,2.653006442376521,8.9,,93.8,27.8,0.2,b4933861,17,-105.0,39.75,True
2020-05-12,0 days 01:00:28.000000000,3442382398,Nonstop Day at Work = 60 min Outside,17.75,265.748031496063,Ride,False,17.61139942734431,143.5,41,141.6,84.6,520.6,b4933861,19,-105.0,39.74,True
2020-05-10,0 days 01:18:42.000000000,3431316950,Recovery ride,17.09,370.73490813648294,Ride,False,13.030153901216893,89.9,19,121.9,74.7,424.4,b4933861,18,-105.0,39.75,True
2020-05-09,0 days 01:47:29.000000000,3426011200,Celebrating 6 years together. Stronger together. ,26.88,928.4776902887139,Ride,False,15.007605583392984,122.0,55,133.9,82.3,786.7,b4933861,17,-104.99,39.74,True
2020-05-08,0 days 00:40:04.000000000,3421356970,McAdie +1,11.72,0.0,Ride,True,17.553239083750896,178.0,37,145.6,85.3,427.8,b4933861,,,,True
2020-05-07,0 days 01:01:59.000000000,3413167464,Group Workout: Deerhorn with Dad and Hunter,17.86,0.0,Ride,True,17.28704366499642,172.0,95,156.8,86.7,639.5,b4933861,,,,True
2020-05-04,0 days 01:29:24.000000000,3399296105,Finally riding with Joe. A ton of fun. ,23.34,1348.4251968503936,Ride,False,15.66526485325698,152.2,101,149.0,85.3,816.3,b4933861,22,-105.01,39.75,True
2020-05-03,0 days 03:43:15.000000000,3393497359,She is a badass,40.29,2880.577427821522,Ride,False,10.829008589835363,96.2,133,134.4,73.9,1289.2,b4933861,26,-105.0,39.75,True
2020-04-30,0 days 00:58:31.000000000,3375201897,"Group Workout: Steamboat +3 w Dad & Hunter, cut short",15.42,0.0,Ride,True,15.81290264853257,160.3,62,147.0,88.9,562.9,b4933861,,,,True
2020-04-26,0 days 02:00:34.000000000,3358517480,Sunday Stroll w Abby,27.37,1177.8215223097113,Ride,False,13.620705082319256,102.8,42,127.0,76.0,743.8,b4933861,26,-105.0,39.75,True
2020-04-25,0 days 01:46:51.000000000,3353034699,Recovery Ride w Tweaked Knee,22.77,1043.3070866141732,Ride,False,12.786327845382964,93.7,46,128.5,75.6,600.7,b4933861,25,-105.0,39.75,True
2020-04-23,0 days 01:05:00.000000000,3340740673,Group Workout: Reinstein -2: 96%,18.34,0.0,Ride,True,16.929133858267715,165.1,83,152.8,88.3,643.7,b4933861,,,,True
2020-04-20,0 days 01:00:00.000000000,3328568139,Tunnabora,18.04,0.0,Ride,True,18.040891195418755,171.5,63,147.8,86.1,617.5,b4933861,,,,True
2020-04-19,0 days 02:06:31.000000000,3323923963,Fresh GP 5000s & DTC Loop w Bae,28.03,954.7244094488188,Ride,False,13.291875447387259,100.6,34,125.0,76.3,763.7,b4933861,23,-105.0,39.75,True
2020-04-18,0 days 01:18:15.000000000,3317751663,Tunemah: get the TSS and pull the plug. ☠️,27.78,0.0,Ride,True,21.30010737294202,168.1,90,150.5,89.7,789.3,b4933861,,,,True
2020-04-16,0 days 00:46:12.000000000,3308217961,Carson,15.02,0.0,Ride,True,19.510558339298495,169.9,66,154.1,91.2,470.9,b4933861,,,,True
2020-04-14,0 days 01:10:00.000000000,3297600135,Group Workout: Ericsson w Dad & Hunter ,19.54,0.0,Ride,True,16.74794201861131,153.1,96,153.9,90.5,643.2,b4933861,,,,True
2020-04-12,0 days 01:20:00.000000000,3290074060,Easter Group Workout: Glassy w Dad 95%,23.38,0.0,Ride,True,17.537580529706513,165.6,139,159.3,86.9,795.0,b4933861,,,,True
2020-04-11,0 days 01:59:31.000000000,3286298227,Lefthand Canyon w Bae ,20.07,1975.0656167979002,Ride,False,10.075161059413027,111.4,60,128.9,74.8,798.9,b4933861,23,-105.28,40.13,True
2020-04-10,0 days 01:30:00.000000000,3280386122,Group Workout: Reinstein,23.85,0.0,Ride,True,15.90014316392269,167.2,152,155.4,86.3,902.6,b4933861,,,,True
2020-04-09,0 days 00:26:10.000000000,3277504617,"Ramp Test, 8% increase in 30 days!",6.9,0.0,Ride,True,15.830798138869005,165.4,41,156.3,85.4,259.7,b4933861,,,,True
2020-04-07,0 days 01:00:00.000000000,3266416449,Group Workout: Chocura w Dad & Hunter,18.08,0.0,Ride,True,18.07891911238368,164.4,129,164.3,84.9,591.9,b4933861,,,,True
2020-04-06,0 days 02:19:37.000000000,3264685449,Thorton Strava Route,33.35,1079.3963254593175,Ride,False,14.329813886900501,117.2,90,138.9,77.6,981.6,b4933861,22,-105.0,39.75,True
2020-04-05,0 days 02:20:53.000000000,3260414081,New Kit Day w Abby,28.8,1017.0603674540682,Ride,False,12.262884753042234,89.4,51,131.4,74.8,755.8,b4933861,25,-105.0,39.75,True
2020-04-04,0 days 02:04:55.000000000,3255596043,Golden loop + Clear Creek Trail w Abby,28.13,1204.0682414698163,Ride,False,13.513332140300646,102.0,62,134.9,77.3,764.3,b4933861,19,-105.0,39.75,True
2020-03-31,0 days 01:18:03.000000000,3240653173,Showing Abby Tour de Neighbors ,17.02,364.17322834645665,Ride,False,13.0838403722262,100.3,32,133.0,76.8,469.8,b4933861,17,-105.0,39.75,True
2020-03-31,0 days 01:00:00.000000000,3238356222,Group Workout: Adams +1 w Dad #TeamKregor,15.37,0.0,Ride,True,15.36551539012169,155.8,70,150.8,80.0,561.0,b4933861,,,,True
2020-03-30,0 days 01:03:35.000000000,3236779262,Tour de Denver Neighborhoods aka recon for Abby,17.07,357.6115485564304,Ride,False,16.10370436649964,149.5,69,148.4,82.0,570.2,b4933861,12,-105.0,39.75,True
2020-03-29,0 days 02:19:35.000000000,3232880034,Strava Routes are AWESOME! ,28.13,994.0944881889764,Ride,False,12.090640658554046,86.4,36,125.4,73.5,723.5,b4933861,16,-105.0,39.75,True
2020-03-28,0 days 01:58:22.000000000,3229151709,Reverse Golden Loop w Abby,23.71,1187.6640419947505,Ride,False,12.01682176091625,89.6,53,131.5,72.9,636.0,b4933861,16,-105.01,39.76,True
2020-03-26,0 days 01:02:45.000000000,3222248248,Wash park laps w Abby ,14.5,278.87139107611546,Ride,False,13.864531138153186,93.4,19,129.3,76.5,351.5,b4933861,10,-105.0,39.75,True
2020-03-25,0 days 00:53:39.000000000,3218648738,Our version of couples therapy ,12.0,265.748031496063,Ride,False,13.421617752326414,91.6,16,128.1,76.8,295.0,b4933861,16,-105.0,39.75,True
2020-03-24,0 days 00:57:49.000000000,3215148507,Keep Calm & Carry On,16.72,400.26246719160105,Ride,False,17.34744094488189,152.3,66,148.9,83.2,528.2,b4933861,13,-105.01,39.75,True
2020-03-22,0 days 01:52:29.000000000,3208587526,House Exploring w Abby,21.23,990.8136482939632,Ride,False,11.325608446671438,82.0,44,129.4,73.8,553.3,b4933861,17,-105.0,39.75,True
2020-03-16,0 days 00:30:07.000000000,3189824746,60 min Z2,9.56,0.0,Ride,True,19.04751252684324,142.4,24,142.8,82.8,257.3,b4933861,,,,True
2020-03-15,0 days 01:00:15.000000000,3187083235,"Racing Season Postponed, Time for maintenance: Antelope +5",20.7,0.0,Ride,True,20.617841803865428,154.5,74,152.0,89.2,558.5,b4933861,,,,True
2020-03-14,0 days 01:15:00.000000000,3183522155,Collins +1,24.3,0.0,Ride,True,19.438976377952756,148.9,96,150.8,88.1,670.0,b4933861,,,,True
2020-03-13,0 days 00:06:11.000000000,3180164797,Lunch Ride,1.88,0.0,Ride,False,18.255637079455976,139.0,8,152.2,88.8,51.6,b4933861,,,,True
2020-03-13,0 days 00:41:57.000000000,3180134949,Spanish Needle -3,13.0,0.0,Ride,True,18.600125268432354,148.5,51,151.3,90.6,373.8,b4933861,,,,True
2020-03-12,0 days 01:05:49.000000000,3177256867,Carpathian Peak,22.15,0.0,Ride,True,20.190586972083036,160.6,107,157.6,87.6,634.1,b4933861,,,,True
2020-03-11,0 days 00:23:03.000000000,3174854179,60 min Z2,8.08,0.0,Ride,True,21.033911954187545,144.9,38,156.1,87.8,200.4,b4933861,,,,True
2020-03-11,0 days 00:29:22.000000000,3174751787,Power Profile Short,10.41,0.0,Ride,True,21.259842519685037,165.9,46,155.7,83.0,292.2,b4933861,,,,True
2020-03-10,0 days 00:20:57.000000000,3172809684,60 min Z2,7.83,0.0,Ride,True,22.411864710093056,145.6,28,152.1,85.9,183.0,b4933861,,,,True
2020-03-10,0 days 00:25:41.000000000,3172762490,Ramp Test,9.33,0.0,Ride,True,21.807891911238368,158.8,30,147.5,83.8,244.7,b4933861,,,,True
2020-03-06,0 days 01:01:10.000000000,3160282052,Abbys Birthday Ride with Emily,11.88,347.7690288713911,Ride,False,11.654438081603436,80.2,17,128.2,71.5,294.2,b4933861,19,-105.01,39.75,True
2020-03-06,0 days 00:40:01.000000000,3159107225,Boarstone,12.46,0.0,Ride,True,18.676181102362204,138.9,53,151.9,89.2,333.4,b4933861,,,,True
2020-03-04,0 days 00:50:03.000000000,3153764859,Eclipse,16.71,0.0,Ride,True,20.034001431639226,154.8,69,153.9,87.3,465.0,b4933861,,,,True
2020-03-03,0 days 01:00:36.000000000,3150780275,Glassy,20.6,0.0,Ride,True,20.400858983536146,159.5,92,155.6,88.6,579.9,b4933861,,,,True
2020-02-29,0 days 01:40:11.000000000,3142733619,Juneau -1 ,29.96,0.0,Ride,True,17.944702934860416,153.2,129,152.7,87.3,920.7,b4933861,,,,True
2020-02-28,0 days 00:31:03.000000000,3140393031,Evening Ride,7.19,0.0,Ride,True,13.893611309949893,121.3,30,146.0,88.7,226.0,b4933861,21,,,True
2020-02-27,0 days 00:45:12.000000000,3136548195,Carillon +2,13.53,0.0,Ride,True,17.955887616320688,150.9,65,155.3,87.3,409.2,b4933861,,,,True
2020-02-26,0 days 01:00:08.000000000,3135292469,Geiger +2,17.75,0.0,Ride,True,17.71429849677881,139.2,62,146.3,90.0,502.3,b4933861,,,,True
2020-02-23,0 days 00:31:07.000000000,3126149304,Hunter -2 BAILED,9.7,0.0,Ride,True,18.70302433786686,133.4,25,142.4,84.6,249.1,b4933861,,,,True
2020-02-22,0 days 02:00:00.000000000,3123059982,Wright Peak -2,41.65,0.0,Ride,True,20.82811381531854,158.4,172,154.7,89.0,1140.8,b4933861,,,,True
2020-02-21,0 days 01:00:00.000000000,3119506234,Pettit,18.38,0.0,Ride,True,18.38314244810308,132.9,47,141.8,89.6,478.4,b4933861,,,,True
2020-02-19,0 days 00:12:45.000000000,3132245173,Morning Ride,0.15,0.0,Ride,True,0.7046349319971368,100.9,4,124.2,79.2,77.2,b4933861,19,,,True
2020-02-18,0 days 00:55:49.000000000,3110871874,20 Minute FTP Test,10.43,0.0,Ride,True,11.213761632068719,168.4,82,154.7,84.4,564.0,b4933861,,,,True
2020-02-16,0 days 02:00:00.000000000,3105994032,Wright Peak -2,31.49,0.0,Ride,True,15.745794559770937,150.0,150,150.9,83.6,1080.1,b4933861,,,,True
2020-02-13,0 days 01:30:00.000000000,3096547954,Antelope,18.19,0.0,Ride,True,12.126431639226915,147.0,125,154.1,82.8,794.0,b4933861,,,,True
2020-02-11,0 days 00:33:08.000000000,3090811552,Ramp Test,8.64,0.0,Ride,True,15.64065855404438,125.2,21,139.0,80.8,248.9,b4933861,,,,True
2020-02-06,0 days 00:45:51.000000000,3076973152,45 min 52 sec Just Ride,14.03,0.0,Ride,True,18.360773085182533,135.2,52,147.9,89.6,372.0,b5499491,,,,True
2020-02-05,0 days 00:47:17.000000000,3074101978,Spring 2020 Power Profile Test #2,14.96,0.0,Ride,True,18.98264137437366,159.0,60,151.0,91.0,451.1,b5499491,,,,True
2020-02-04,0 days 00:19:59.000000000,3071112454,Spring 2020 FTP Test #2,7.6,0.0,Ride,True,22.81898711524696,236.2,60,174.5,95.5,283.2,b5499491,,,,True
2020-02-04,0 days 00:09:58.000000000,3071069110,10 min FTP Warm Up Ride with Matt Wilpers,3.06,0.0,Ride,True,18.421170365068,142.5,11,150.0,97.4,85.2,b5499491,,,,True
2020-02-02,0 days 02:27:25.000000000,3066511952,Sunny Boulder Triple ,23.96,2759.1863517060365,Ride,False,9.753042233357196,123.8,171,148.4,69.9,1094.8,b4933861,19,-105.28,40.02,True
2020-02-01,0 days 02:07:04.000000000,3063302041,Headwinds & Hygiene w Abby,23.41,1440.288713910761,Ride,False,11.052702219040802,99.9,49,130.5,74.5,761.6,b4933861,17,-105.27,40.1,True
2020-01-31,0 days 00:34:50.000000000,3060532109,Wash park sunsets,8.0,98.42519685039369,Ride,False,13.779527559055119,97.4,16,133.9,72.6,203.5,b4933861,8,-104.94,39.67,True
2020-01-31,0 days 00:34:00.000000000,3060460695,Ride to Bikesource,7.7,278.87139107611546,Ride,False,13.593861846814603,113.5,24,141.1,79.3,231.5,b4933861,10,-105.0,39.75,True
2020-01-30,0 days 00:29:58.000000000,3056627360,30 min Power Zone Ride with Matt Wilpers,10.4,0.0,Ride,True,20.82363994273443,189.4,75,168.3,90.9,340.6,b5499491,,,,True
2020-01-26,0 days 02:08:28.000000000,3046601234,"Cherry Creek Trail w Abby: Training block done, now rest week",26.92,672.5721784776903,Ride,False,12.571581961345741,78.6,38,128.7,76.8,606.1,b4933861,11,-105.0,39.75,True
2020-01-25,0 days 01:16:14.000000000,3043081073,Lookout w Abby! ,9.67,1404.1994750656168,Ride,False,7.610057265569077,106.0,54,136.8,63.3,484.7,b4933861,11,-105.23,39.74,True
2020-01-24,0 days 00:30:18.000000000,3040356032,30 min Z2,9.31,0.0,Ride,True,18.43459198282033,136.1,21,140.9,90.1,247.4,b5499491,,,,True
2020-01-23,0 days 00:48:35.000000000,3037915526,Z4 w a twist,15.37,0.0,Ride,True,18.98264137437366,149.0,59,150.2,90.3,434.4,b5499491,,,,True
2020-01-22,0 days 01:21:34.000000000,3035216777,Level 5: Race Winning Effort,26.12,0.0,Ride,True,19.213045812455263,161.1,154,161.3,90.1,788.5,b5499491,,,,True
2020-01-21,0 days 01:00:10.000000000,3030983502,60 min 12 sec Just Ride,18.8,0.0,Ride,True,18.747763063707946,142.4,61,145.8,85.3,514.1,b5499491,,,,True
2020-01-17,0 days 01:21:55.000000000,3019325234,"Level 4 Sweetspot: 1 x 5 min, 2 x 20 min",26.61,0.0,Ride,True,19.490425912670005,160.8,175,164.3,91.7,790.5,b5499491,,,,True
2020-01-16,0 days 00:45:10.000000000,3018005048,45 min 12 sec Just Ride,14.05,0.0,Ride,True,18.664996420901932,141.2,70,153.2,87.0,382.5,b5499491,,,,True
2020-01-15,0 days 01:02:09.000000000,3014977482,Sweety Spoty,16.96,328.0839895013123,Ride,False,16.37661059413028,154.7,94,156.0,81.5,576.9,b4933861,4,-105.0,39.75,True
2020-01-14,0 days 00:45:20.000000000,3010664560,45 min 21 sec Just Ride,13.83,0.0,Ride,True,18.304849677881172,135.4,48,144.3,86.4,368.4,b5499491,,,,True
2020-01-12,0 days 02:25:08.000000000,3006334157,Solo Sunday Ride,35.09,1154.8556430446195,Ride,False,14.506531853972799,118.3,125,143.6,78.4,1030.5,b4933861,8,-105.0,39.75,True
2020-01-11,0 days 01:03:09.000000000,3002851217,Wash Park Laps w Abby,14.3,223.09711286089237,Ride,False,13.589387974230494,107.3,45,141.5,75.5,406.5,b4933861,5,-105.0,39.75,True
2020-01-10,0 days 00:32:14.000000000,2998754088,32 min 15 sec Just Ride,10.07,0.0,Ride,True,18.745526127415893,145.8,54,156.9,87.9,282.0,b5499491,,,,True
2020-01-08,0 days 01:08:15.000000000,2994594710,Sweety Spoty,18.41,288.71391076115486,Ride,False,16.184234073013602,149.6,91,152.9,78.9,612.6,b4933861,8,-105.0,39.75,True
2020-01-07,0 days 01:06:58.000000000,2991778929,HTFU Wash Park Night Ride,15.97,265.748031496063,Ride,False,14.307444523979957,116.0,73,147.4,79.5,466.1,b4933861,6,-105.0,39.75,True
2020-01-06,0 days 01:01:59.000000000,2987478622,62 min Just Ride,18.42,0.0,Ride,True,17.83061918396564,130.0,51,144.0,90.6,483.4,b5499491,,,,True
2020-01-05,0 days 00:21:36.000000000,2985808794,Afternoon Ride ,4.66,40.354330708661415,Ride,False,12.95186113099499,84.1,9,134.0,,108.9,b4933861,,-104.97,39.71,False
2020-01-05,0 days 00:32:25.000000000,2985840042,Afternoon Ride ,8.1,187.00787401574803,Ride,False,14.987473156764496,130.3,41,151.1,80.6,253.4,b4933861,7,-105.0,39.75,True
2020-01-04,0 days 02:15:47.000000000,2982535681,Coors and Back w Abby,27.63,1151.5748031496062,Ride,False,12.209198282032927,93.9,65,134.1,77.9,765.3,b4933861,16,-105.0,39.75,True
2020-01-03,0 days 01:03:56.000000000,2979078346,64 min Just Ride,19.19,0.0,Ride,True,18.009574087329995,131.9,40,140.3,88.1,506.0,b5499491,,,,True
2020-01-02,0 days 00:42:23.000000000,2975760983,Power Profile Short,12.99,0.0,Ride,True,18.38985325697924,147.1,46,148.8,90.8,374.0,b5499491,,,,True
2019-12-31,0 days 00:20:03.000000000,2971700880,FTP Test,7.48,0.0,Ride,True,22.385021474588402,225.5,55,172.5,94.1,271.3,b5499491,,,,True
2019-12-31,0 days 00:09:58.000000000,2971670149,10 min FTP Warm Up Ride with Matt Wilpers,2.98,0.0,Ride,True,17.940229062276305,132.9,7,141.4,91.6,79.4,b4933861,,,,True
2019-12-29,0 days 00:22:59.000000000,2966736434,Coronado Island Perkins Ride part 2,3.34,26.90288713910761,Ride,False,8.706156048675734,55.3,5,123.0,,76.2,b1315248,,-117.18,32.68,False
2019-12-29,0 days 00:51:56.000000000,2966569823,Coronado Island Perkins Ride part 1,8.29,38.71391076115486,Ride,False,9.571850393700787,63.7,13,122.5,,198.6,b1315248,,-117.17,32.7,False
2019-12-24,0 days 00:20:14.000000000,2954036814,20 min 16 sec Just Ride,6.03,0.0,Ride,True,17.88206871868289,129.0,13,139.4,86.0,156.6,b5499491,,,,True
2019-12-23,0 days 00:30:24.000000000,2951476988,HR Drop Outs,9.16,0.0,Ride,True,18.07891911238368,131.1,5,63.1,87.9,239.1,b5499491,,,,True
2019-12-22,0 days 01:05:36.000000000,2950226028,Afternoon Ride ,16.57,265.748031496063,Ride,False,15.15748031496063,122.3,76,150.9,83.3,481.2,b4933861,14,-105.0,39.75,True
2019-12-17,0 days 00:34:39.000000000,2940026268,34 min 40 sec Just Ride,10.25,0.0,Ride,True,17.747852541159627,125.2,16,134.0,86.5,260.3,b4933861,,,,True
2019-12-16,0 days 00:31:06.000000000,2937857861,31 min 8 sec Just Ride,10.01,0.0,Ride,True,19.311471009305652,156.8,42,153.5,90.1,292.7,b5499491,,,,True
2019-12-12,0 days 00:44:17.000000000,2929369484,44 min 19 sec Just Ride,12.0,0.0,Ride,True,16.258052970651395,118.3,22,128.0,80.2,314.5,b4933861,,,,True
2019-12-11,0 days 00:30:53.000000000,2927378988,30 min 55 sec Just Ride,9.39,0.0,Ride,True,18.24221546170365,139.2,31,146.7,83.8,257.9,b4933861,,,,True
2019-12-10,0 days 00:33:27.000000000,2925205860,33 min 34 sec Just Ride,10.0,0.0,Ride,True,17.937992125984252,129.9,40,150.5,79.8,260.8,b5499491,,,,True
2019-12-09,0 days 00:59:57.000000000,2923029386,60 min Power Zone Endurance Ride with Matt Wilpers,19.25,0.0,Ride,True,19.266732283464567,153.5,59,145.9,87.7,552.1,b5499491,,,,True
2019-12-06,0 days 00:30:51.000000000,2915095116,30 min 52 sec Just Ride,9.0,0.0,Ride,True,17.5040264853257,121.2,11,130.0,83.5,224.3,b5499491,,,,True
2019-12-05,0 days 00:57:27.000000000,2914103093,57 min 26 sec Just Ride,16.1,0.0,Ride,True,16.815050107372944,109.7,22,132.0,80.9,378.2,b5499491,,,,True
2019-12-04,0 days 00:52:10.000000000,2910908627,52 min 10 sec Just Ride,16.1,0.0,Ride,True,18.517358625626343,140.4,50,145.7,89.3,439.3,b5499491,,,,True
2019-12-03,0 days 00:31:01.000000000,2908584948,31 min 3 sec Just Ride,9.1,0.0,Ride,True,17.602451682176092,126.9,25,143.1,87.7,236.2,b5499491,,,,True
2019-11-21,0 days 00:15:03.000000000,2882367867,15 min 5 sec Just Ride,4.64,0.0,Ride,True,18.497226198997854,141.3,15,146.1,84.2,127.5,b4933861,,,,True
2019-11-20,0 days 00:38:43.000000000,2879813738,38 min 49 sec Just Ride,11.01,0.0,Ride,True,17.063350035790982,116.7,31,143.9,79.8,271.0,b5499491,,,,True
2019-11-19,0 days 00:44:57.000000000,2876384923,45 min Power Zone Ride with Matt Wilpers,14.78,0.0,Ride,True,19.727541159627776,166.5,78,160.6,89.9,449.1,b5499491,,,,True
2019-11-18,0 days 00:46:56.000000000,2875092647,46 min 56 sec Just Ride,13.58,0.0,Ride,True,17.360862562634217,132.3,24,134.1,80.0,372.7,b5499491,,,,True
2019-11-17,0 days 01:00:03.000000000,2872828102,Fall Wash Park Loops with Abby ,13.76,252.6246719160105,Ride,False,13.7459735146743,99.7,28,132.0,75.8,359.1,b4933861,14,-105.0,39.75,True
2019-11-16,0 days 01:15:42.000000000,2870017211,Loop with Abby. ,13.21,613.5170603674541,Ride,False,10.473335719398712,77.5,23,125.4,71.8,351.9,b4933861,13,-105.0,39.75,True
2019-11-15,0 days 00:59:58.000000000,2867523519,60 min Power Zone Endurance Ride with Matt Wilpers,19.67,0.0,Ride,True,19.68056549749463,166.4,103,159.9,87.0,598.8,b5499491,,,,True
2019-11-14,0 days 00:30:09.000000000,2864516890,30 min 10 sec Just Ride,8.59,0.0,Ride,True,17.094667143879743,136.2,36,151.2,79.3,246.4,b4933861,,,,True
2019-11-13,0 days 00:59:59.000000000,2862251654,60 min 1 sec Just Ride,18.62,0.0,Ride,True,18.624731567644954,143.8,96,157.7,83.4,517.5,b5499491,,,,True
2019-11-12,0 days 00:29:58.000000000,2861103059,30 min Climb Ride with Matt Wilpers,9.58,0.0,Ride,True,19.1817287043665,165.5,75,169.5,72.3,297.5,b5499491,,,,True
2019-11-09,0 days 01:11:18.000000000,2853256378,Lunch Ride ,16.15,331.36482939632543,Ride,False,13.591624910522548,90.2,56,143.3,76.6,386.1,b4933861,24,-105.0,39.75,True
2019-11-08,0 days 00:29:57.000000000,2850990401,30 min Power Zone Ride with Matt Wilpers,9.89,0.0,Ride,True,19.81254473872584,170.9,56,162.4,92.6,307.2,b4933861,,,,True
2019-10-16,0 days 00:15:30.000000000,2794648212,15 min 39 sec Just Ride,4.46,0.0,Ride,True,17.26467430207588,118.3,7,135.0,85.3,110.0,b5499491,,,,True
2019-10-15,0 days 01:01:03.000000000,2790829136,3 intervals & bail. ,18.17,0.0,Ride,True,17.85746241947029,135.5,62,145.4,90.2,496.2,b5499491,,,,True
2019-10-13,0 days 01:08:17.000000000,2786977072,Wash Park Level 4 Workout Bail,18.1,337.92650918635167,Ride,False,15.906853972798855,127.6,105,156.3,79.8,522.8,b4933861,22,-105.0,39.75,True
2019-10-12,0 days 00:55:49.000000000,2783926637,Afternoon Wash Park w Abby,12.23,200.13123359580052,Ride,False,13.146474588403722,84.2,22,131.4,72.1,281.9,b4933861,20,-105.0,39.74,True
2019-10-06,0 days 01:45:45.000000000,2768616738,Cherry Creek Bike Path w Abby,22.33,557.7427821522309,Ride,False,12.670007158196134,80.5,25,121.8,71.8,510.7,b4933861,16,-104.99,39.75,True
2019-10-03,0 days 01:25:49.000000000,2759799384,"Level 4: Traditional Threshold 1 x 5, 2 x 20",27.11,0.0,Ride,True,18.953561202576953,154.6,101,149.7,85.5,796.0,b5499491,,,,True
2019-10-02,0 days 00:46:13.000000000,2758494283,Wash park recovery loop w Abby,10.26,183.72703412073488,Ride,False,13.31871868289191,94.6,19,129.1,72.9,262.4,b4933861,14,-105.0,39.75,True
2019-10-01,0 days 01:21:01.000000000,2754572530,Level 5: Race-Winning Effort,24.84,0.0,Ride,True,18.396564065855404,144.3,93,149.7,86.3,701.6,b5499491,,,,True
